scan_name,sideband_ratio,sideband_fraction_total,eom_offset_kHz,blue_detuning_MHz,cooling_total_intensity_mW_cm2,n_fock,n_ss,pe_ss,total_scattering_rate_kHz,scatter_hz_per_asymptotic_quantum,p_top,p_tail_last2,delta_phi_pol_pi,solver_used,runtime_s
eom_refine_final,0.06,0.056603773584905655,4.75,60.0,4.0,9,0.05962891694121109,2.657591700284052e-05,0.9601431146131622,1021.0257757927433,3.849294519950059e-05,0.00014213308172003917,13.678837831203879,direct(w=auto),110.42360439999902
eom_refine_initial,0.06,0.056603773584905655,5.0,60.0,4.0,9,0.05967308541885631,2.6478169527512945e-05,0.9566116629836076,1017.318177486941,3.88087296591964e-05,0.0001433505336270148,13.678838331550022,direct(w=auto),110.81734649999999
eom_refine_initial,0.06,0.056603773584905655,4.5,60.0,4.0,9,0.05967138977865064,2.6710451200395887e-05,0.9650036085501724,1026.2408248144386,3.8226303257330756e-05,0.00014109930125839144,13.678837330857737,direct(w=auto),110.7845118999976
eom_refine_final,0.06,0.056603773584905655,5.25,60.0,4.0,9,0.05981534297143265,2.6422465101104815e-05,0.954599155890681,1015.331561469712,3.918249636767867e-05,0.00014478458132544044,13.678838831896163,direct(w=auto),110.95047490000434
eom_refine_final,0.06,0.056603773584905655,4.25,60.0,4.0,9,0.05979128359304932,2.6877399805808825e-05,0.9710351804415344,1032.7868307288072,3.800157494225082e-05,0.00014022226847841535,13.678836830511594,direct(w=auto),110.78601549999439
eom_refine_initial,0.06,0.056603773584905655,5.5,60.0,4.0,9,0.06006995927256871,2.641518036912275e-05,0.9543359707951815,1015.3265981972459,3.962513083777232e-05,0.00014647577168555023,13.678839332242308,direct(w=auto),110.56945860000269
blue_refine_after_eom,0.06,0.056603773584905655,5.0,68.0,4.0,9,0.07607010270380472,2.3397556809185175e-05,0.8453143147123887,914.9117451292911,5.9580248041094604e-05,0.00021375648695864496,13.678838331550022,direct(w=auto),110.95574839999608
blue_refine_after_eom,0.06,0.056603773584905655,5.0,66.0,4.0,9,0.06955219286129521,2.408394210758858e-05,0.8701122593388447,935.1542909371749,5.260552736487566e-05,0.00019015494091667514,13.678838331550022,direct(w=auto),110.66579540001112
