t_s,t_ms,n,n_smooth,n_fit_fixed_nss,pe
0.0016527196652719666,1.6527196652719667,0.13374020818650353,0.1342038178296137,0.09233759060326947,4.515188130883116e-05
0.0016736401673640169,1.6736401673640169,0.13204400339560957,0.1325514963482561,0.09101854705488838,4.475117858554735e-05
0.001694560669456067,1.694560669456067,0.1304011031044214,0.13093458007201544,0.08975269661059039,4.439738976464653e-05
0.0017154811715481173,1.7154811715481173,0.12882474017819315,0.1293504496801208,0.08853789415065942,4.407890535871223e-05
0.0017364016736401676,1.7364016736401675,0.12731320563138948,0.12779798481014276,0.08737208106167894,4.378278141123352e-05
0.0017573221757322178,1.7573221757322177,0.1258530211357715,0.12627755985403233,0.08625328174799017,4.349445871051714e-05
0.0017782426778242678,1.778242677824268,0.1244288793858843,0.12479098092813273,0.08517960028383276,4.31925395218144e-05
0.001799163179916318,1.7991631799163181,0.12302535542760006,0.12334033023127593,0.0841492172004946,4.286365025740691e-05
0.0018200836820083683,1.8200836820083683,0.12162901808512779,0.12192661767536839,0.08316038640302656,4.251322256800586e-05
0.0018410041841004185,1.8410041841004186,0.12023728775047313,0.12054945300337154,0.0822114322112967,4.215385025676313e-05
0.0018619246861924688,1.8619246861924688,0.11886001311260783,0.11920713022766997,0.08130074652037013,4.179774312396554e-05
0.001882845188284519,1.882845188284519,0.11751051977978591,0.11789665120312573,0.08042678607540217,4.146199947044775e-05
0.0019037656903765693,1.9037656903765692,0.11620061110907781,0.11661443973520194,0.07958806985642716,4.116222150084269e-05
0.0019246861924686193,1.9246861924686192,0.11494033208827757,0.11535767163534802,0.0787831765686108,4.089857202184088e-05
0.0019456066945606695,1.9456066945606696,0.11373297921732774,0.11412502858427598,0.0780107422337131,4.065861584672204e-05
0.0019665271966527197,1.9665271966527198,0.11257087725328727,0.11291663191798669,0.07726945787868074,4.042828322242693e-05
0.00198744769874477,1.9874476987447702,0.1114403456399245,0.1117337815683751,0.0765580673174513,4.0192569778244196e-05
0.0020083682008368202,2.0083682008368204,0.11032840876255703,0.11057840065007582,0.07587536502221102,3.993686608209751e-05
0.0020292887029288702,2.0292887029288704,0.10922451620868312,0.10945194456453837,0.07522019408049811,3.965737114400308e-05
0.0020502092050209207,2.050209205020921,0.10812295968716931,0.1083545317025868,0.07459144423469027,3.9364214373807224e-05
0.0020711297071129707,2.071129707112971,0.10702714522348873,0.10728491381897384,0.07398805000055375,3.907209662514771e-05
0.002092050209205021,2.0920502092050213,0.10594814793387292,0.10624084475241681,0.07340898886166561,3.87943433469499e-05
0.002112970711297071,2.1129707112970713,0.10489808926754658,0.10521953470360727,0.07285327953664987,3.8542762229302514e-05
0.0021338912133891217,2.1338912133891217,0.10388613605896653,0.10421843227895634,0.07231998031629046,3.832238343219825e-05
0.0021548117154811717,2.1548117154811717,0.10291689948420296,0.10323606262931821,0.07180818746770387,3.812622675971139e-05
0.002175732217573222,2.175732217573222,0.10198754247404002,0.10227227687277164,0.07131703370286648,3.7940537638955334e-05
0.002196652719665272,2.196652719665272,0.10108753429633657,0.10132795816322608,0.07084568670890169,3.7752553980000945e-05
0.002217573221757322,2.217573221757322,0.10020399445943079,0.10040458119699919,0.07039334773763638,3.75519106556009e-05
0.0022384937238493726,2.2384937238493725,0.09932701575836592,0.09950359183725867,0.0699592502520361,3.7332465267095475e-05
0.0022594142259414226,2.2594142259414225,0.09845143697760814,0.09862563115973742,0.06954265862722571,3.7097273330128e-05
0.002280334728033473,2.280334728033473,0.09757806125851577,0.09777010350234025,0.06914286690389383,3.685775923591683e-05
0.002301255230125523,2.301255230125523,0.09671423799826179,0.09693534703742465,0.06875919759196895,3.66268460088488e-05
0.0023221757322175736,2.322175732217574,0.09587059320943911,0.0961191099313492,0.06839100052253962,3.64148712980291e-05
0.0023430962343096236,2.3430962343096238,0.09505598777863285,0.09531913062936914,0.06803765174607321,3.62280907496227e-05
0.0023640167364016736,2.3640167364016738,0.09427499070028235,0.09453381612917747,0.06769855247506648,3.606517506602184e-05
0.002384937238493724,2.384937238493724,0.0935271077828258,0.0937627195380667,0.06737312806933567,3.5916129488080265e-05
0.002405857740585774,2.405857740585774,0.09280614057158046,0.09300647499973905,0.06706082706222687,3.5767735199503434e-05
0.0024267782426778245,2.4267782426778246,0.09210181370562745,0.09226632954875535,0.06676112022609657,3.560954163300349e-05
0.0024476987447698746,2.4476987447698746,0.09140417775812117,0.0915435857178814,0.06647349967547841,3.5435906205099474e-05
0.002468619246861925,2.468619246861925,0.09070722936398137,0.09083903949433074,0.06619747800641672,3.524735288115965e-05
0.002489539748953975,2.489539748953975,0.09001010525568381,0.09015253987338004,0.06593258747050798,3.505157952842725e-05
0.002510460251046025,2.510460251046025,0.08931725135054204,0.08948294265968842,0.06567837918225097,3.4860185122607146e-05
0.0025313807531380755,2.5313807531380754,0.0886371959707815,0.08882847603358136,0.06543442235836194,3.468307078609189e-05
0.0025523012552301255,2.5523012552301254,0.08797889224745374,0.08818725373397902,0.06520030358776602,3.452568642096512e-05
0.002573221757322176,2.573221757322176,0.0873478373078607,0.0875577749350036,0.0649756261310277,3.438837636136749e-05
0.002594142259414226,2.594142259414226,0.08674454309164294,0.08693934482311327,0.0647600092480332,3.4265557519302776e-05
0.0026150627615062765,2.6150627615062763,0.08616479185275076,0.08633222364782114,0.06455308755278535,3.4147092073284466e-05
0.0026359832635983265,2.6359832635983267,0.08560077545815475,0.0857373769483827,0.06435451039421781,3.402283025704395e-05
0.002656903765690377,2.656903765690377,0.08504374444209988,0.08515598496163175,0.06416394126197901,3.3886456706914244e-05
0.002677824267782427,2.677824267782427,0.08448744057668162,0.08458893799340565,0.06398105721617929,3.373674705312396e-05
0.002698744769874477,2.698744769874477,0.08393005513481307,0.0840364290174003,0.06380554834013442,3.357795410375143e-05
0.0027196652719665274,2.7196652719665275,0.08337421160704264,0.08349777289225252,0.06363711721517852,3.34189538998166e-05
0.0027405857740585775,2.7405857740585775,0.08282596820024321,0.08297158377553394,0.06347547841665614,3.326960389938779e-05
0.002761506276150628,2.761506276150628,0.08229282866944519,0.08245622828148771,0.06332035803023942,3.3136469055291165e-05
0.002782426778242678,2.782426778242678,0.08178075372566121,0.0819503166858459,0.06317149318775087,3.302096235768038e-05
0.0028033472803347284,2.8033472803347284,0.08129178386766743,0.08145307577231184,0.06302863162170495,3.2919436144200895e-05
0.0028242677824267784,2.8242677824267783,0.08082356558921536,0.08096452322398819,0.0628915312378137,3.28241742778896e-05
0.002845188284518829,2.8451882845188288,0.08037030679583985,0.08048535812903335,0.06275995970473189,3.272609351157859e-05
0.002866108786610879,2.8661087866108788,0.07992459875845119,0.08001658956370396,0.06263369406034662,3.2618523735540625e-05
0.002887029288702929,2.8870292887029287,0.07948004184326903,0.07955908403374752,0.062512520333944,3.2499444801032434e-05
0.0029079497907949794,2.907949790794979,0.07903367726323801,0.07911320508822783,0.062396233183612794,3.237149150370143e-05
0.0029288702928870294,2.9288702928870296,0.0785867939090749,0.07867862479708343,0.06228463554827045,3.2240957620245934e-05
0.00294979079497908,2.94979079497908,0.07814404596573239,0.07825436698309209,0.06217753831372191,3.211585253812706e-05
0.00297071129707113,2.97071129707113,0.07771169632267175,0.07783909853392383,0.06207475999218525,3.20028251009087e-05
0.0029916317991631803,2.9916317991631804,0.07729538213665249,0.07743155082344587,0.06197612641474116,3.190460237181047e-05
0.0030125523012552303,3.0125523012552304,0.07689793782786764,0.07703089083406008,0.06188147043618492,3.181939783191033e-05
0.0030334728033472804,3.0334728033472804,0.0765183749660819,0.0766369286547808,0.061790631651780926,3.174176254539753e-05
0.003054393305439331,3.054393305439331,0.07615246112555382,0.07625010876185083,0.061703456125439565,3.166427416242072e-05
0.003075313807531381,3.075313807531381,0.07579426953320795,0.07587126999677228,0.061619796128856014,3.158018806119997e-05
0.0030962343096234313,3.0962343096234313,0.07543810325078829,0.07550125719469172,0.06153950989116869,3.1486124361536046e-05
0.0031171548117154813,3.1171548117154813,0.07508044583159226,0.07514055331072422,0.06146246135871329,3.1383141590659174e-05
0.0031380753138075318,3.1380753138075317,0.07472119008980102,0.0747890665459361,0.06138851996446526,3.127597967927775e-05
0.0031589958158995818,3.1589958158995817,0.07436347278954213,0.07444612199658633,0.06131756040677988,3.117132540151358e-05
0.003179916317991632,3.1799163179916317,0.07401234576965685,0.07411065661270339,0.06124946243705517,3.107548362755942e-05
0.0032008368200836823,3.200836820083682,0.07367294974809234,0.07378155614899612,0.061184110655957705,3.0991968602076565e-05
0.0032217573221757323,3.221757322175732,0.0733486605786415,0.07345799946640022,0.06112139431786605,3.092026530593437e-05
0.0032426778242677827,3.242677824267783,0.07303978283693359,0.0731396771814762,0.061061207143200354,3.085634556936927e-05
0.0032635983263598328,3.263598326359833,0.07274345962786859,0.07282682621159027,0.06100344713832021,3.079425457226e-05
0.003284518828451883,3.2845188284518834,0.07245482788162715,0.07252008232533959,0.06094801642268545,3.0728092123091187e-05
0.0033054393305439332,3.3054393305439334,0.07216877096433458,0.07222019458208177,0.06089482106298703,3.065407015966932e-05
0.0033263598326359837,3.326359832635984,0.07188163898372552,0.07192770268401139,0.060843770913966935,3.0571888292787955e-05
0.0033472803347280337,3.3472803347280338,0.07159247061064253,0.0716427035011166,0.06079477946565739,3.0484667762611992e-05
0.0033682008368200837,3.3682008368200838,0.07130322994484399,0.0713647852414627,0.06074776369678034,3.0397655624734028e-05
0.003389121338912134,3.389121338912134,0.07101791136195161,0.07109313897430618,0.06070264393405903,3.0316399035089577e-05
0.003410041841004184,3.410041841004184,0.07074098228184546,0.07082680902591078,0.06065934371720305,3.0244822573387718e-05
0.0034309623430962347,3.4309623430962346,0.07047580304514729,0.07056499664181481,0.060617789669338125,3.01837548605267e-05
0.0034518828451882847,3.4518828451882846,0.07022345718452654,0.07030729905297599,0.06057791137266115,3.013066612958846e-05
0.003472803347280335,3.472803347280335,0.06998235419620939,0.07005379463601372,0.06053964124910961,3.0080750655525308e-05
0.003493723849372385,3.493723849372385,0.06974882782260446,0.06980495579724616,0.06050291444584334,3.0028711314438264e-05
0.0035146443514644356,3.5146443514644354,0.06951848668033064,0.06956142904200315,0.06046766872534432,2.997059139096589e-05
0.0035355648535564856,3.5355648535564854,0.0692877353555408,0.06932375912584826,0.06043384435994863,2.9905166763545297e-05
0.0035564853556485356,3.556485355648536,0.06905496320643127,0.06909215829659872,0.06040138403063138,2.9834334282399385e-05
0.003577405857740586,3.5774058577405863,0.06882105145591962,0.06886640639319125,0.060370232729873546,2.9762260264752814e-05
0.003598326359832636,3.5983263598326363,0.06858897230730235,0.06864590900831384,0.06034033766844577,2.96937641428621e-05
0.0036192468619246866,3.6192468619246867,0.06836260061760849,0.06842988226352402,0.06031164818595135,2.963263895222097e-05
0.0036401673640167366,3.6401673640167367,0.06814525279326854,0.06821759854842967,0.060284115664976726,2.9580372109909815e-05
0.003661087866108787,3.661087866108787,0.06793851070528639,0.06800860849272669,0.06025769344870407,2.9535647353888282e-05
0.003682008368200837,3.682008368200837,0.06774168414459426,0.06780285816192107,0.060232336761846285,2.9494891670424365e-05
0.003702928870292887,3.702928870292887,0.06755208203600946,0.06760066179226842,0.06020800263477046,2.9453639071653365e-05
0.0037238493723849376,3.7238493723849375,0.06736601584760163,0.06740254738179317,0.06018464983068121,2.9408104818392986e-05
0.0037447698744769876,3.7447698744769875,0.06718012900402459,0.0672090328004698,0.060162238775740486,2.93564561470774e-05
0.003765690376569038,3.765690376569038,0.06699252673892975,0.06702041016724393,0.060140731492005446,2.9299428430730368e-05
0.003786610878661088,3.786610878661088,0.06680334838372015,0.06683661664550722,0.06012009153307076,2.9240018905300307e-05
0.0038075313807531385,3.8075313807531384,0.06661463402792264,0.06665723865612783,0.06010028392230626,2.9182322445140168e-05
0.0038284518828451885,3.8284518828451883,0.06642952324925885,0.0664816422631855,0.06008127509358525,2.9130014801847896e-05
0.0038493723849372385,3.8493723849372383,0.0662510721989089,0.06630917697110815,0.060063032834403125,2.9085070379671285e-05
0.003870292887029289,3.870292887029289,0.06608114839623554,0.06613937959756622,0.06004552623128981,2.9047103470591617e-05
0.003891213389121339,3.891213389121339,0.0659197903774614,0.06597210628932482,0.06002872561742354,2.901355017915549e-05
0.0039121338912133895,3.9121338912133896,0.06576521532393415,0.06580754602881031,0.06001260252235728,2.8980660699622535e-05
0.0039330543933054395,3.9330543933054396,0.06561446669107984,0.06564611528887097,0.05999712962377244,2.8944895678179786e-05
0.0039539748953974895,3.9539748953974896,0.06546448243777807,0.06548827782536784,0.0599822807011783,2.8904156395507574e-05
0.00397489539748954,3.9748953974895405,0.06531317479815889,0.06533435538689143,0.059968030591478594,2.8858449732971882e-05
0.00399581589958159,3.9958158995815904,0.06516011411324897,0.06518439437053761,0.05995435514632986,2.8809817113631987e-05
0.0040167364016736404,4.016736401673641,0.06500660073997147,0.06503813419910448,0.05994123119121955,2.876154687648221e-05
0.0040376569037656905,4.037656903765691,0.06485512879438143,0.06489508643072626,0.05992863648619429,2.871695306412073e-05
0.0040585774058577405,4.058577405857741,0.0647084357959056,0.06475469221086194,0.059916549688171894,2.8678201401992084e-05
0.004079497907949791,4.079497907949792,0.06456849141885508,0.06461649968465878,0.05990495031477321,2.8645593655644816e-05
0.004100418410041841,4.100418410041842,0.0644358064250557,0.06448029940689079,0.05989381870961255,2.861750784530698e-05
0.004121338912133891,4.121338912133892,0.0643092898593767,0.06434617092522278,0.05988313600898779,2.8591006316911313e-05
0.0041422594142259414,4.142259414225942,0.06418666692962106,0.06421442497792727,0.059872884109913836,2.8562915094292055e-05
0.004163179916317992,4.163179916317993,0.06406529674990775,0.06408546497522086,0.059863045639445146,2.853096558016727e-05
0.004184100418410042,4.1841004184100425,0.06394310033489582,0.06395962068530395,0.059853603925235414,2.849456553225335e-05
0.004205020920502092,4.2050209205020925,0.06381926013647912,0.06383701403036415,0.05984454296728449,2.845495120940195e-05
0.004225941422594142,4.2259414225941425,0.06369444665854213,0.06371750322714893,0.05983584741082464,2.8414694799215774e-05
0.004246861924686192,4.2468619246861925,0.06357051743200741,0.06360072322946463,0.05982750252030027,2.8376740421625705e-05
0.004267782426778243,4.267782426778243,0.06344981060187847,0.06348620506423669,0.05981949415439692,2.834332697202296e-05
0.004288702928870293,4.288702928870293,0.06333428250272366,0.06337352798806443,0.05981180874207729,2.8315211558005288e-05
0.004309623430962343,4.309623430962343,0.06322480133375445,0.06326244915978857,0.05980443325958366,2.8291457655589472e-05
0.004330543933054393,4.330543933054393,0.06312085475214982,0.06315296658346273,0.059797355208367736,2.8269821307470472e-05
0.004351464435146444,4.351464435146444,0.06302076118466153,0.06304529549150426,0.059790562593910516,2.8247581289100885e-05
0.004372384937238494,4.372384937238494,0.06292228760599491,0.0629397688707406,0.059784043905396274,2.822251694628651e-05
0.004393305439330544,4.393305439330544,0.06282344513972274,0.06283669988068734,0.05977778809620625,2.819367397237698e-05
0.004414225941422594,4.414225941422594,0.06272317583527232,0.06273625625415646,0.05977178456519899,2.816164952718175e-05
0.004435146443514644,4.435146443514644,0.06262168260998001,0.06263839024014782,0.05976602313874555,2.812832677496788e-05
0.004456066945606695,4.456066945606695,0.06252029613012733,0.06254284696823886,0.05976049405348916,2.8096172827658346e-05
0.004476987447698745,4.476987447698745,0.062420949778687146,0.06244924651006346,0.05975518793980023,2.806734562260411e-05
0.004497907949790795,4.497907949790795,0.0623254631320818,0.06235720855898695,0.059750095805898455,2.8042929592712692e-05
0.004518828451882845,4.518828451882845,0.06223488818661372,0.062266473680985174,0.0597452090226153,2.802257898614599e-05
0.004539748953974895,4.539748953974895,0.06214914778191359,0.06217697795857201,0.059740519308770924,2.8004682442181906e-05
0.004560669456066946,4.560669456066946,0.06206708730557363,0.06208885612698412,0.05973601871714086,2.7986968711582022e-05
0.004581589958158996,4.581589958158996,0.06198690500751732,0.062002374210631976,0.05973169962098857,2.796733095642859e-05
0.004602510460251046,4.602510460251046,0.061906795193860414,0.06191781772926146,0.05972755470114112,2.7944572986304442e-05
0.004623430962343096,4.623430962343097,0.06182557497942624,0.06183537701380047,0.05972357693358604,2.7918804330579685e-05
0.004644351464435147,4.644351464435148,0.06174307471374179,0.06175507069756224,0.05971975957756843,2.7891351169217682e-05
0.004665271966527197,4.6652719665271976,0.06166015616545381,0.06167673292203976,0.05971609616416797,2.7864239691930203e-05
0.004686192468619247,4.6861924686192475,0.061578361826119685,0.061600066401416985,0.05971258048533665,2.783945260198545e-05
0.004707112970711297,4.7071129707112975,0.06149933390363771,0.06152474050016638,0.0597092065833786,2.7818224932020882e-05
0.004728033472803347,4.7280334728033475,0.06142421646900089,0.061450498171634296,0.059705968740854105,2.7800628198185766e-05
0.004748953974895398,4.748953974895398,0.0613532525617362,0.061377233533327046,0.05970286147089078,2.7785583461531428e-05
0.004769874476987448,4.769874476987448,0.061285715651973514,0.06130501371649124,0.0596998795078855,2.777127960657645e-05
0.004790794979079498,4.790794979079498,0.06122019044714334,0.061234039173142234,0.05969701779858125,2.775583222944208e-05
0.004811715481171548,4.811715481171548,0.0611550887540772,0.061164558209629925,0.05969427149350384,2.7737948154817676e-05
0.004832635983263599,4.832635983263599,0.06108920759480513,0.061096767232667895,0.05969163593874397,2.7717364030796686e-05
0.004853556485355649,4.853556485355649,0.061022132281494536,0.061096767232667895,0.05968910666807065,2.7694906699865846e-05
0.004874476987447699,4.874476987447699,0.06095434786535348,0.061096767232667895,0.05968667939536271,2.7672163579380068e-05
0.004895397489539749,4.895397489539749,0.06088702819686818,0.061096767232667895,0.059684350007345496,2.7650894003286434e-05
0.004916317991631799,4.916317991631799,0.06082158845435038,0.061096767232667895,0.0596821145566205,2.763239720587786e-05
0.00493723849372385,4.93723849372385,0.06075916812130856,0.061096767232667895,0.05967996925497605,2.7617060757897645e-05
0.0049581589958159,4.9581589958159,0.060700227956927255,0.061096767232667895,0.059677910466967785,2.760424767793531e-05
0.00497907949790795,4.97907949790795,0.06064439859971712,0.061096767232667895,0.05967593470375802,2.7592554781736287e-05
0.005,5.0,0.06059062810538722,0.061096767232667895,0.059674038617203495,2.758033568011788e-05
